ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
168B1A6A49D5D102,electric_bike,2024-06-03 16:00:05.700,2024-06-03 16:04:42.313,Driggs Ave & N 9 St,5411.08,Greenpoint Ave & West St,5752.09,40.718228817,-73.955126286,40.729803,-73.959099,casual
C9BBC0F5FB286707,electric_bike,2024-06-13 15:03:05.356,2024-06-13 15:13:12.958,E 85 St & York Ave,7146.04,W 87 St & West End Ave,7484.05,40.775574803,-73.948123097,40.789622,-73.97757,member
20319B41889CC573,classic_bike,2024-06-12 04:08:43.834,2024-06-12 04:12:53.632,6 Ave & Broome St,5610.09,Washington St & Laight St,5509.02,40.72431,-74.00473,40.72231,-74.0106,member
BBB6A93EFA1411CF,electric_bike,2024-06-12 15:57:18.945,2024-06-12 16:17:33.150,Allen St & Stanton St,5484.09,India St Pier,5794.05,40.721789956,-73.989207864,40.731734785883454,-73.9612390102593,member
301459E5413C3BB9,classic_bike,2024-06-03 20:41:05.197,2024-06-03 20:44:48.680,E 85 St & York Ave,7146.04,E 85 St & 3 Ave,7212.05,40.77536905,-73.94803392,40.77801203,-73.95407149,member
BD52C8C10B44114F,classic_bike,2024-06-10 08:46:18.202,2024-06-10 09:05:24.141,E 85 St & York Ave,7146.04,E 56 St & 3 Ave,6691.11,40.77536905,-73.94803392,40.75934501,-73.96759673,member
B1B26C695CF3C156,electric_bike,2024-06-01 20:32:04.233,2024-06-01 20:35:41.927,Albany Ave & Fulton St,4237.02,Marcus Garvey Blvd & Macon St,4278.03,40.679908514,-73.93861258,40.682601,-73.938037,member
4D0D80201803B238,electric_bike,2024-06-06 09:28:47.086,2024-06-06 09:34:35.953,E 66 St & Madison Ave,6969.08,E 56 St & 3 Ave,6691.11,40.768327951,-73.968196034,40.75934501,-73.96759673,member
55CFD54383401FD1,electric_bike,2024-06-03 15:57:08.887,2024-06-03 16:01:05.550,Central Park W & W 91 St,7453.01,W 84 St & Columbus Ave,7382.04,40.788786769,-73.966525078,40.78499979,-73.97283406,member
971DCC1050370CA0,electric_bike,2024-06-04 16:51:30.164,2024-06-04 16:57:16.309,E 66 St & Madison Ave,6969.08,W 55 St & 6 Ave,6809.09,40.768056393,-73.968534827,40.763189,-73.978434,member
DFC32295DD8E9676,classic_bike,2024-06-04 09:18:18.475,2024-06-04 09:31:27.926,Allen St & Stanton St,5484.09,E 30 St & Park Ave S,6206.08,40.722055,-73.989111,40.74444921,-73.98303529,member
054223863669C396,classic_bike,2024-06-04 11:23:11.676,2024-06-04 11:36:40.311,E 85 St & York Ave,7146.04,E 51 St & 2 Ave,6575.03,40.77536905,-73.94803392,40.755293,-73.967641,member
0CE77C5D30F4DFBC,electric_bike,2024-06-14 09:09:35.203,2024-06-14 09:11:42.757,W 92 St & Broadway,7502.01,W 87 St & West End Ave,7484.05,40.79227221,-73.97402215,40.789622,-73.97757,member
145A735190936EFD,electric_bike,2024-06-14 17:57:12.091,2024-06-14 18:28:00.519,E 85 St & York Ave,7146.04,E 85 St & 3 Ave,7212.05,40.775393128,-73.947800756,40.77801203,-73.95407149,member
8FE652AE43F85989,electric_bike,2024-06-04 08:54:30.591,2024-06-04 09:23:22.895,Driggs Ave & N 9 St,5411.08,W 55 St & 6 Ave,6809.09,40.718336821,-73.954957366,40.763189,-73.978434,member
E63062B43CDFB47E,classic_bike,2024-06-08 12:58:15.603,2024-06-08 13:00:29.834,E 85 St & York Ave,7146.04,E 85 St & 3 Ave,7212.05,40.77536905,-73.94803392,40.77801203,-73.95407149,member
7B70D84A92D4CBA6,classic_bike,2024-06-12 17:47:00.518,2024-06-12 17:53:18.717,Wythe Ave & N 13 St,5558.04,Greenpoint Ave & West St,5752.09,40.722767,-73.957021,40.729803,-73.959099,member
DAFA86C1981642FA,electric_bike,2024-06-11 13:12:02.027,2024-06-11 13:14:00.543,E 85 St & York Ave,7146.04,E 85 St & 3 Ave,7212.05,40.775399685,-73.94780767,40.77801203,-73.95407149,member
9A34909FE334F2D3,electric_bike,2024-06-01 20:23:36.245,2024-06-01 20:25:41.279,E 85 St & York Ave,7146.04,E 85 St & 3 Ave,7212.05,40.775537968,-73.948172569,40.77801203,-73.95407149,member
4AD076ABB1CCFB7F,classic_bike,2024-06-05 08:48:05.876,2024-06-05 08:50:24.306,E 85 St & York Ave,7146.04,E 85 St & 3 Ave,7212.05,40.77536905,-73.94803392,40.77801203,-73.95407149,member
168A85E791D5442B,classic_bike,2024-06-09 02:34:18.886,2024-06-09 02:38:47.277,Kent Ave & Grand St,5388.01,Broadway & Berry St,5164.05,40.716425,-73.96594,40.71036129922581,-73.96530389785767,member
663073B6113490CE,electric_bike,2024-06-05 18:59:54.357,2024-06-05 19:07:23.060,Central Park West & W 68 St,7079.06,E 85 St & 3 Ave,7212.05,40.773354173,-73.97785902,40.77801203,-73.95407149,member
E15E80A3AFFB59C4,electric_bike,2024-06-01 11:14:50.790,2024-06-01 11:21:27.303,N 5 St & Northside Piers,5458.02,India St Pier,5794.05,40.71965754,-73.963892579,40.731734785883454,-73.9612390102593,member
3E605DB5AE7D2990,classic_bike,2024-06-01 20:08:57.046,2024-06-01 20:24:51.618,W 53 St & 10 Ave,6890.01,E 56 St & 3 Ave,6691.11,40.76669671,-73.99061728,40.75934501,-73.96759673,member
D4F56FE135182F52,electric_bike,2024-06-01 08:19:27.550,2024-06-01 08:22:23.136,Columbus Ave & W 95 St,7520.07,W 84 St & Columbus Ave,7382.04,40.792034864,-73.968108416,40.78499979,-73.97283406,member
14F440C51697A385,electric_bike,2024-06-07 23:01:58.297,2024-06-07 23:10:59.914,W 53 St & 10 Ave,6890.01,E 51 St & 2 Ave,6575.03,40.766661048,-73.990846515,40.755293,-73.967641,member
